chr1,	382.4,	0.982,	199898,	809,	131814,	0.703
chr2,	326.9,	0.983,	199129,	948,	138232,	0.74
chr3,	392.7,	0.98,	171662,	490,	105825,	0.783
chr4,	382.2,	0.98,	180181,	583,	123246,	0.777
chr5,	385.3,	0.976,	163635,	444,	91937,	0.79
chr6,	371.2,	0.978,	165481,	567,	99684,	0.776
chr7,	379.8,	0.977,	156158,	510,	89893,	0.769
chr8,	403.6,	0.982,	137672,	448,	84301,	0.76
chr9,	343.0,	0.978,	118167,	543,	90655,	0.648
chr10,	366.6,	0.981,	129780,	433,	87304,	0.766
chr11,	351.8,	0.971,	117556,	385,	87505,	0.761
chr12,	378.8,	0.983,	118745,	347,	74794,	0.789
chr13,	394.3,	0.982,	89622,	249,	63523,	0.798
chr14,	417.9,	0.973,	84300,	300,	52958,	0.817
chr15,	337.0,	0.975,	76212,	311,	56556,	0.763
chr16,	358.7,	0.978,	84981,	284,	51677,	0.697
chr17,	328.2,	0.972,	72301,	294,	44523,	0.755
chr18,	350.6,	0.988,	65904,	213,	49038,	0.749
chr19,	416.4,	0.983,	63532,	157,	33724,	0.797
chr20,	342.8,	0.978,	58030,	222,	33670,	0.727
chr21,	326.1,	0.973,	38594,	131,	25645,	0.726
chr22,	305.0,	0.97,	37693,	147,	24856,	0.812

Full report:
##Block_i,	Start_pos,	block_length,	num_phased_SNV,	block_quality 
22,	21048237,	135367,	537,	1.0
23,	21190324,	60433,	147,	1.0
24,	21263239,	49474,	156,	1.0
25,	21314341,	13871,	109,	NaN
26,	21340013,	13858,	21,	NaN
27,	21358913,	9462,	24,	NaN
28,	21376761,	22051,	62,	NaN
29,	21885169,	101785,	382,	1.0
30,	21998216,	50722,	160,	NaN
31,	22055476,	15691,	14,	NaN
32,	22074046,	107691,	392,	1.0
33,	22198421,	11983,	43,	NaN
34,	22266481,	11556,	23,	NaN
35,	22287700,	44210,	83,	NaN
36,	22344343,	251588,	696,	1.0
37,	22648696,	70764,	201,	NaN
38,	22722882,	2487,	6,	NaN
39,	22737323,	47791,	47,	1.0
40,	22799908,	149920,	319,	1.0
41,	22968639,	1015,	2,	NaN
42,	22984166,	90993,	89,	1.0
43,	23088555,	1369,	3,	NaN
44,	23102465,	45632,	49,	1.0
45,	23164059,	0,	1,	NaN
46,	23184255,	78979,	157,	1.0
47,	23280305,	26676,	80,	1.0
48,	23309606,	4081,	7,	NaN
49,	23320113,	39613,	58,	NaN
50,	23362309,	958,	6,	NaN
51,	23373054,	2120,	4,	NaN
52,	23377217,	10350,	10,	NaN
53,	23395804,	4409,	24,	NaN
54,	23421542,	5090,	12,	NaN
55,	23433509,	59842,	104,	NaN
56,	23497049,	17589,	61,	NaN
57,	23572276,	794,	3,	NaN
58,	23584743,	662,	4,	NaN
59,	23593529,	6182,	9,	NaN
60,	23605151,	281142,	285,	1.0
61,	23921579,	1588,	3,	NaN
62,	23953242,	214813,	187,	1.0
63,	24185248,	110209,	252,	1.0
64,	24315961,	362718,	1195,	1.0
65,	24697557,	5806,	2,	NaN
66,	24722444,	14899,	4,	NaN
67,	24760674,	24964,	8,	1.0
68,	24797951,	29282,	10,	1.0
69,	24868581,	6845,	8,	NaN
70,	24941178,	10828,	2,	NaN
71,	24962649,	28544,	4,	1.0
72,	25012322,	357,	13,	NaN
73,	25040520,	7154,	3,	NaN
74,	25079900,	3291,	5,	NaN
75,	25109384,	255411,	221,	1.0
76,	25377024,	38801,	21,	1.0
77,	25427395,	33579,	8,	1.0
78,	25484738,	16036,	5,	1.0
79,	25524961,	311908,	317,	1.0
80,	25915013,	32261,	54,	1.0
81,	25963632,	327077,	636,	1.0
82,	26362877,	77702,	98,	1.0
83,	26480712,	239831,	279,	0.97736
84,	26780788,	313080,	466,	0.98899
85,	27115539,	324225,	315,	0.99456
86,	27454514,	16912,	7,	1.0
87,	27493902,	35172,	30,	1.0
88,	27541436,	126788,	143,	1.0
89,	27698463,	336990,	378,	1.0
90,	28060091,	9816,	2,	NaN
91,	28084084,	95519,	171,	1.0
92,	28199305,	64738,	14,	1.0
93,	28327835,	71,	2,	1.0
94,	28350622,	252,	2,	NaN
95,	28419088,	8897,	2,	NaN
96,	28454736,	12124,	3,	NaN
97,	28490708,	4,	2,	NaN
98,	28540465,	0,	1,	NaN
99,	28581562,	2004,	19,	NaN
100,	28601902,	330,	3,	NaN
101,	28611945,	1270,	9,	NaN
102,	28640945,	14101,	49,	NaN
103,	28655670,	3610,	22,	NaN
104,	28663166,	12179,	50,	NaN
105,	28677167,	11013,	26,	NaN
106,	28690490,	32738,	161,	1.0
107,	28727660,	35660,	136,	0.0
108,	28780476,	8510,	19,	NaN
109,	28819957,	1167,	6,	NaN
110,	28835227,	9313,	15,	NaN
111,	28864335,	4462,	10,	NaN
112,	28892181,	4538,	12,	NaN
113,	28910007,	7,	3,	NaN
114,	28917770,	26933,	15,	1.0
115,	28960597,	45914,	11,	1.0
116,	29029520,	31617,	7,	NaN
117,	29122431,	24657,	66,	1.0
118,	29211674,	127825,	249,	1.0
119,	29379467,	171,	2,	NaN
120,	29398501,	1096,	2,	1.0
121,	29421969,	40865,	75,	1.0
122,	29491708,	13200,	3,	1.0
123,	29517501,	71299,	57,	1.0
124,	29622800,	25700,	9,	1.0
125,	29678375,	234673,	411,	1.0
126,	29928762,	30775,	6,	1.0
127,	29995275,	28011,	5,	1.0
128,	30041148,	9085,	5,	NaN
129,	30107717,	141386,	154,	1.0
130,	30261127,	76398,	73,	1.0
131,	30360680,	16032,	7,	1.0
132,	30396068,	14648,	28,	NaN
133,	30416554,	989,	2,	NaN
134,	30432349,	891,	5,	NaN
135,	30442592,	61493,	78,	NaN
136,	30523490,	133735,	209,	NaN
137,	30663669,	10884,	23,	NaN
138,	30685340,	680,	3,	NaN
139,	30701154,	53,	2,	NaN
140,	30724240,	95851,	240,	1.0
141,	30830615,	1749,	4,	NaN
142,	30858929,	3903,	16,	NaN
143,	30876427,	13042,	28,	NaN
144,	30905909,	4501,	2,	NaN
145,	30953227,	49990,	13,	NaN
146,	31065226,	7067,	4,	NaN
147,	31095569,	28587,	9,	NaN
148,	31146376,	20272,	4,	NaN
149,	31275561,	12144,	3,	NaN
150,	31305084,	59115,	65,	1.0
151,	31388713,	40429,	94,	1.0
152,	31454067,	42524,	34,	1.0
153,	31559932,	272162,	329,	1.0
154,	31853921,	36202,	8,	1.0
155,	31905962,	32910,	4,	1.0
156,	31954226,	388416,	220,	0.98858
157,	32373026,	235831,	363,	1.0
158,	32614565,	58757,	98,	1.0
159,	32693713,	13523,	39,	NaN
160,	32725676,	4313,	7,	NaN
161,	32741524,	768,	3,	NaN
162,	32756574,	3084,	7,	NaN
163,	32769564,	110875,	228,	1.0
164,	32896851,	775035,	937,	0.99265
165,	33709256,	85329,	134,	1.0
166,	33829972,	4437,	3,	NaN
167,	33857298,	432208,	553,	1.0
168,	34316355,	7106,	4,	NaN
169,	34345522,	996321,	1515,	1.0
170,	35363924,	89366,	107,	1.0
171,	35472253,	11339,	2,	NaN
172,	35523961,	8142,	4,	1.0
173,	35678731,	19618,	4,	1.0
174,	35728460,	15491,	6,	1.0
175,	35775926,	19474,	3,	1.0
176,	35815938,	31409,	6,	1.0
177,	35895894,	9213,	4,	NaN
178,	35922908,	364936,	434,	1.0
179,	36318723,	304492,	435,	1.0
180,	36653914,	206127,	180,	1.0
181,	36931468,	114,	3,	NaN
182,	36985645,	274975,	156,	0.96911
183,	37287937,	298,	14,	NaN
184,	37313672,	3873,	4,	1.0
185,	37332109,	15449,	13,	1.0
186,	37376544,	53702,	11,	1.0
187,	37446704,	62402,	57,	1.0
188,	37529994,	59594,	23,	1.0
189,	37605601,	2868,	4,	1.0
190,	37683937,	12474,	2,	NaN
191,	37711220,	13111,	3,	NaN
192,	37731384,	1576,	2,	NaN
193,	37846034,	2681,	2,	NaN
194,	37873703,	0,	1,	NaN
195,	37899150,	10148,	4,	NaN
196,	37927700,	116998,	77,	1.0
197,	38065530,	9707,	2,	NaN
198,	38106552,	103594,	137,	1.0
199,	38231873,	16134,	5,	1.0
200,	38265347,	90643,	36,	1.0
201,	38379949,	28919,	5,	NaN
202,	38457775,	3100,	2,	NaN
203,	38498785,	196104,	150,	0.96093
204,	38718897,	1880,	2,	NaN
205,	38782466,	34367,	6,	1.0
206,	38849832,	309758,	301,	0.98936
207,	39179285,	199879,	280,	1.0
208,	39397761,	4148,	2,	NaN
209,	39419538,	9008,	2,	NaN
210,	39447205,	61371,	16,	1.0
211,	39530506,	20594,	8,	1.0
212,	39568174,	8926,	3,	NaN
213,	39589994,	82268,	100,	1.0
214,	39685230,	7417,	2,	1.0
215,	39711174,	25109,	8,	1.0
216,	39754999,	41704,	6,	1.0
217,	39814862,	101805,	79,	1.0
218,	39935845,	177754,	72,	0.94044
219,	40136970,	49482,	26,	1.0
220,	40204033,	2086,	4,	1.0
221,	40247435,	10181,	2,	NaN
222,	40275382,	39035,	6,	NaN
223,	40342736,	313137,	237,	1.0
224,	40689595,	897,	2,	NaN
225,	40723925,	910849,	1149,	0.98859
226,	41658680,	29089,	8,	1.0
227,	41736302,	16025,	5,	NaN
228,	41795900,	1109440,	1302,	1.0
229,	42918017,	623122,	364,	1.0
230,	43604422,	10302,	3,	1.0
231,	43684319,	61398,	7,	1.0
232,	43791222,	1,	2,	NaN
233,	43825620,	125043,	55,	0.75
234,	43963919,	55017,	19,	1.0
235,	44052931,	4692,	2,	1.0
236,	44082467,	8445,	2,	NaN
237,	44146152,	72847,	15,	1.0
238,	44309913,	20454,	3,	1.0
239,	44347500,	7830,	2,	NaN
240,	44374211,	18647,	5,	1.0
241,	44436346,	6516,	2,	1.0
242,	44459805,	65093,	14,	0.33333
243,	44540748,	39969,	13,	1.0
244,	44602656,	23544,	4,	1.0
245,	44661921,	958,	2,	NaN
246,	44681499,	13336,	3,	1.0
247,	44709789,	21953,	4,	NaN
248,	44777942,	54530,	15,	1.0
249,	44891934,	9879,	2,	NaN
250,	44919248,	9908,	2,	NaN
251,	45013897,	143437,	39,	1.0
252,	45200513,	23944,	8,	1.0
253,	45250515,	23554,	4,	1.0
254,	45294226,	15129,	14,	1.0
255,	45325523,	56475,	19,	1.0
256,	45394007,	9173,	3,	NaN
257,	45428418,	0,	1,	NaN
258,	45447350,	6314,	5,	NaN
259,	45520554,	19023,	6,	NaN
260,	45570033,	12018,	3,	NaN
261,	45633568,	3938,	3,	NaN
262,	45698398,	20789,	3,	NaN
263,	45853371,	22386,	3,	1.0
264,	45892168,	27331,	4,	NaN
265,	45944594,	277021,	342,	1.0
266,	46269974,	836355,	1095,	1.0
267,	47125995,	107393,	54,	1.0
268,	47273197,	0,	1,	NaN
269,	47290260,	196385,	188,	1.0
270,	47552196,	3021,	3,	NaN
271,	47611012,	2723,	2,	NaN
272,	47652816,	19345,	6,	0.0
273,	47686081,	124620,	111,	1.0
274,	47828326,	46185,	8,	0.46667
275,	47896550,	253905,	255,	1.0
276,	48221668,	32713,	8,	0.5
277,	48281372,	17244,	3,	NaN
278,	48329542,	9582,	2,	NaN
279,	48451450,	16113,	2,	NaN
280,	48512324,	1,	2,	NaN
281,	48649344,	5585,	6,	NaN
282,	48676943,	157917,	73,	1.0
283,	48847733,	44232,	10,	1.0
284,	48927113,	1208455,	1222,	1.0
285,	50146702,	858463,	954,	1.0
286,	51020371,	19520,	5,	1.0
287,	51061380,	634083,	742,	1.0
288,	51780628,	3095,	2,	NaN
289,	51806304,	7638,	4,	NaN
290,	51833720,	26434,	3,	NaN
291,	51905396,	39632,	7,	1.0
292,	51959728,	438456,	541,	1.0
293,	52416554,	40790,	8,	1.0
294,	52473138,	11343,	2,	NaN
295,	52524381,	26517,	5,	NaN
296,	52567631,	286478,	457,	0.99725
297,	52879821,	72445,	14,	1.0
298,	53003345,	52982,	42,	1.0
299,	53084970,	8406,	2,	NaN
300,	53166138,	102123,	228,	1.0
301,	53287618,	6365,	3,	1.0
302,	53347755,	63935,	19,	1.0
303,	53440084,	15007,	4,	1.0
304,	53473176,	42086,	8,	1.0
305,	53535979,	53501,	31,	1.0
306,	53621338,	107983,	90,	0.9759
307,	53771044,	478308,	811,	1.0
308,	54280371,	588297,	928,	1.0
309,	54926259,	9487,	2,	NaN
310,	54951451,	195842,	306,	1.0
311,	55203301,	10495,	4,	1.0
312,	55227413,	5323,	2,	NaN
313,	55248856,	178006,	291,	1.0
314,	55454812,	0,	1,	NaN
315,	55494382,	307967,	474,	1.0
316,	55825104,	67004,	133,	1.0
317,	55914763,	414259,	538,	1.0
318,	56371590,	412755,	492,	1.0
319,	56824818,	1351695,	1556,	0.99575
320,	58194082,	26048,	5,	NaN
321,	58300483,	0,	1,	NaN
322,	58353813,	1681726,	2274,	0.9979
323,	60051997,	338891,	509,	1.0
324,	60414662,	8502,	4,	NaN
325,	60458763,	17502,	14,	1.0
326,	60491426,	48181,	9,	1.0
327,	60549608,	33846,	12,	0.6
328,	60605377,	86059,	161,	1.0
329,	60702968,	53761,	15,	NaN
330,	60783995,	69241,	33,	1.0
331,	60889794,	2,	2,	NaN
332,	61015174,	276853,	407,	1.0
333,	61305580,	211817,	244,	1.0
334,	61567511,	16456,	5,	NaN
335,	61673737,	0,	1,	NaN
336,	61701176,	16978,	4,	NaN
337,	61798625,	1082230,	1378,	0.99209
338,	62914131,	111711,	65,	1.0
339,	63038360,	52424,	41,	1.0
340,	63106160,	203438,	230,	0.98958
341,	63340333,	3414,	3,	NaN
342,	63369611,	37979,	11,	1.0
343,	63425026,	16487,	2,	NaN
344,	63469036,	19449,	4,	NaN
345,	63514449,	29741,	3,	NaN
346,	63585707,	18400,	5,	NaN
347,	63634876,	14990,	3,	NaN
348,	63664037,	59770,	95,	1.0
349,	63739992,	22797,	6,	1.0
350,	63786008,	402806,	488,	1.0
351,	64208874,	239491,	211,	1.0
352,	64472256,	18959,	4,	NaN
353,	64508763,	25037,	9,	1.0
354,	64556804,	81499,	19,	1.0
355,	64658624,	20970,	10,	0.0
356,	64693149,	11114,	3,	NaN
357,	64719864,	7594,	2,	NaN
358,	64741643,	176500,	54,	0.84492
359,	64932616,	145939,	59,	0.59569
360,	65095612,	294326,	334,	1.0
361,	65432237,	6169,	3,	NaN
362,	65457531,	2522,	3,	1.0
363,	65477368,	242599,	205,	1.0
364,	65736605,	18652,	5,	1.0
365,	65779131,	51204,	9,	0.4
366,	65852912,	12353,	5,	1.0
367,	65940631,	27080,	4,	1.0
368,	65996886,	5173,	2,	NaN
369,	66050234,	400158,	381,	0.98428
370,	66469435,	585243,	594,	1.0
371,	67095629,	191580,	256,	1.0
372,	67308988,	22662,	49,	1.0
373,	67371172,	113930,	97,	1.0
374,	67505870,	79819,	11,	1.0
375,	67621688,	25262,	9,	NaN
376,	67707003,	22188,	2,	NaN
377,	67752347,	6444,	2,	1.0
378,	67818067,	455579,	378,	1.0
379,	68303113,	339107,	248,	1.0
380,	68658994,	28718,	15,	1.0
381,	68688397,	211220,	384,	1.0
382,	68919321,	435472,	327,	0.98282
383,	69368799,	23594,	4,	NaN
384,	69411605,	236086,	243,	1.0
385,	69662869,	65661,	9,	1.0
386,	69749268,	1554,	4,	1.0
387,	69774377,	40828,	8,	1.0
388,	69849489,	25428,	4,	1.0
389,	69888782,	12911,	5,	1.0
390,	69933935,	481137,	407,	0.99465
391,	70428662,	123456,	122,	1.0
392,	70575594,	9725,	4,	NaN
393,	70602076,	0,	1,	NaN
394,	70633661,	96132,	199,	1.0
395,	70761533,	96328,	50,	1.0
396,	70878225,	38263,	8,	0.4
397,	70936917,	833,	3,	1.0
398,	71024579,	309,	3,	NaN
399,	71046566,	13216,	2,	NaN
400,	71079919,	189852,	132,	1.0
401,	71295192,	22787,	3,	NaN
402,	71339320,	24151,	3,	1.0
403,	71379703,	6967,	4,	NaN
404,	71409644,	557902,	869,	1.0
405,	71999067,	62629,	16,	0.77778
406,	72168801,	35054,	5,	1.0
407,	72230696,	10598,	2,	NaN
408,	72291684,	7703,	2,	NaN
409,	72332749,	7037,	2,	NaN
410,	72390039,	7258,	3,	1.0
411,	72415793,	1335,	2,	NaN
412,	72462575,	44,	2,	NaN
413,	72477536,	6257,	3,	NaN
414,	72548128,	2,	3,	NaN
415,	72569233,	29092,	5,	NaN
416,	72627708,	5740,	4,	NaN
417,	72663946,	13253,	3,	NaN
418,	72718018,	3869,	4,	NaN
419,	72799361,	9408,	4,	NaN
420,	72824211,	15070,	2,	NaN
421,	72896106,	10,	3,	NaN
422,	72937066,	6174,	25,	NaN
423,	72956325,	22227,	34,	NaN
424,	73021527,	30904,	5,	NaN
425,	73091653,	7939,	4,	NaN
426,	73110320,	5067,	2,	NaN
427,	73158212,	14725,	2,	NaN
428,	73209946,	47918,	10,	1.0
429,	73271296,	3883,	2,	NaN
430,	73307904,	324472,	317,	1.0
431,	73653009,	66323,	12,	1.0
432,	73757668,	547,	2,	NaN
433,	73804607,	0,	1,	NaN
434,	73896368,	57218,	19,	1.0
435,	73982872,	25906,	18,	1.0
436,	74049019,	21732,	4,	NaN
437,	74086792,	39538,	10,	NaN
438,	74194151,	171113,	134,	1.0
439,	74379106,	3086,	11,	NaN
440,	74389956,	124797,	53,	1.0
441,	74539720,	2,	2,	NaN
442,	74586783,	1275,	3,	NaN
443,	74620782,	0,	1,	NaN
444,	74802926,	29419,	7,	NaN
445,	74952774,	7084,	2,	NaN
446,	75006891,	3,	2,	NaN
447,	75059630,	0,	1,	NaN
448,	75086589,	52,	2,	NaN
449,	75104968,	15675,	2,	NaN
450,	75166998,	7253,	4,	NaN
451,	75208192,	0,	1,	NaN
452,	75222225,	5751,	2,	NaN
453,	75264759,	68251,	25,	1.0
454,	75373538,	30799,	4,	NaN
455,	75448156,	31621,	12,	1.0
456,	75511882,	42927,	26,	0.33333
457,	75561286,	10048,	39,	0.33333
458,	75585354,	69157,	12,	1.0
459,	75709863,	8596,	2,	1.0
460,	75743689,	12724,	2,	NaN
461,	75773918,	1239,	7,	NaN
462,	75795903,	19250,	5,	1.0
463,	75863432,	12682,	3,	1.0
464,	75912975,	23637,	3,	NaN
465,	75963374,	8657,	3,	NaN
466,	76020590,	9110,	2,	1.0
467,	76076860,	13043,	13,	1.0
468,	76109079,	6146,	4,	1.0
469,	76170770,	9153,	3,	NaN
470,	76207802,	13863,	4,	NaN
471,	76241045,	38,	2,	NaN
472,	76398987,	9561,	18,	1.0
473,	76418677,	64665,	101,	1.0
474,	76514945,	16575,	2,	1.0
475,	76542880,	7395,	2,	1.0
476,	76575021,	51028,	8,	1.0
477,	76658461,	90930,	23,	1.0
478,	76782271,	69282,	18,	1.0
479,	76926829,	21754,	16,	1.0
480,	76971456,	18,	2,	1.0
481,	77008426,	7535,	3,	1.0
482,	77032787,	51625,	12,	1.0
483,	77107394,	11518,	3,	NaN
484,	77140674,	2904,	3,	NaN
485,	77165676,	60816,	11,	1.0
486,	77243834,	5824,	4,	1.0
487,	77280706,	1262257,	1730,	0.99661
488,	78559487,	4900,	5,	1.0
489,	78595800,	85202,	58,	1.0
490,	78710157,	256194,	347,	0.9905
491,	78985268,	23433,	8,	1.0
492,	79018855,	196713,	244,	1.0
493,	79237960,	32038,	9,	NaN
494,	79285478,	100888,	57,	1.0
495,	79444425,	1030,	2,	NaN
496,	79475090,	9424,	6,	1.0
497,	79506668,	744969,	1081,	1.0
498,	80267035,	72282,	92,	1.0
499,	80441057,	16109,	18,	1.0
500,	80478237,	18304,	4,	1.0
501,	80516893,	340489,	556,	1.0
502,	80885800,	971424,	1074,	0.99773
503,	81877870,	52360,	9,	1.0
504,	81961735,	4363,	6,	NaN
505,	82001469,	39,	4,	NaN
506,	82016719,	173789,	145,	1.0
507,	82226598,	1552,	3,	NaN
508,	82255510,	337924,	317,	1.0
509,	82605233,	21326,	14,	1.0
510,	82655182,	3694,	9,	NaN
511,	82672453,	24929,	25,	1.0
512,	82700999,	818,	2,	NaN
513,	82809894,	19727,	33,	NaN
514,	82879761,	13133,	22,	1.0
515,	82899219,	6509,	22,	NaN
516,	82914940,	3913,	8,	NaN
517,	82951859,	401,	4,	NaN
518,	82960360,	163,	2,	NaN
519,	82973052,	592,	3,	NaN
520,	82996882,	470,	2,	NaN
521,	83039763,	2153,	4,	NaN
522,	83049880,	17288,	16,	1.0
523,	83073731,	6183,	5,	NaN
524,	83146100,	473,	3,	NaN
525,	83166183,	4371,	9,	NaN
526,	83194340,	351085,	276,	1.0
527,	83560048,	224010,	174,	1.0
528,	83804477,	124872,	22,	1.0
529,	83946255,	51218,	7,	1.0
530,	84013715,	19473,	3,	NaN
531,	84072393,	384442,	204,	1.0
532,	84473505,	332555,	365,	1.0
533,	84845689,	270,	2,	NaN
534,	84860407,	1013,	14,	1.0
535,	84913268,	13216,	8,	NaN
536,	84949361,	12358,	11,	NaN
537,	84981943,	227,	3,	NaN
538,	85054045,	1616,	5,	NaN
539,	85090232,	40927,	10,	1.0
540,	85224019,	8598,	2,	NaN
541,	85273896,	17818,	3,	NaN
542,	85311465,	0,	1,	NaN
543,	85339527,	1,	2,	NaN
544,	85391305,	174968,	191,	0.98829
545,	85585319,	149602,	42,	0.90078
546,	85768106,	2634,	12,	NaN
547,	85777043,	1309,	4,	NaN
548,	85792283,	382454,	620,	1.0
549,	86193709,	317027,	492,	1.0
550,	86522524,	126567,	133,	1.0
551,	86698341,	1680,	2,	NaN
552,	86825617,	20800,	6,	NaN
553,	86908191,	15317,	8,	NaN
554,	86984528,	21140,	4,	NaN
555,	87049558,	0,	1,	NaN
556,	87084847,	0,	1,	NaN
557,	87117030,	131682,	226,	1.0
558,	87288495,	1118730,	1306,	1.0
559,	88438907,	13688,	4,	1.0
560,	88466542,	6915,	2,	NaN
561,	88493462,	277533,	240,	1.0
562,	88780014,	6784,	3,	NaN
563,	88803938,	6115,	3,	NaN
564,	88824586,	25727,	4,	1.0
565,	88874396,	50326,	76,	1.0
566,	88970225,	22249,	5,	1.0
567,	89078435,	54053,	23,	1.0
568,	89146929,	93713,	147,	1.0
569,	89257734,	415213,	580,	1.0
570,	89699066,	233324,	143,	1.0
571,	89946790,	10809,	3,	NaN
572,	89982237,	96190,	50,	1.0
573,	90095263,	24828,	5,	NaN
574,	90181429,	3,	2,	NaN
575,	90203344,	16426,	8,	NaN
576,	90239723,	242,	4,	NaN
577,	90273571,	207578,	181,	0.98198
578,	90539906,	11173,	2,	NaN
579,	90576894,	176861,	240,	1.0
580,	90766601,	77343,	71,	1.0
581,	90890440,	75929,	71,	1.0
582,	90985684,	14460,	5,	NaN
583,	91072436,	310706,	487,	1.0
584,	91400208,	69078,	61,	0.89324
585,	91484240,	25618,	7,	1.0
586,	91570362,	54042,	127,	1.0
587,	91644981,	5424,	3,	1.0
588,	91669778,	199336,	179,	1.0
589,	91910297,	48891,	9,	NaN
590,	91975762,	5972,	4,	1.0
591,	92002949,	20550,	26,	1.0
592,	92040505,	139529,	221,	1.0
593,	92196533,	97537,	82,	1.0
594,	92308999,	12262,	2,	NaN
595,	92349291,	437,	2,	NaN
596,	92408146,	190766,	269,	0.9919
597,	92632481,	92406,	133,	1.0
598,	92766101,	7756,	3,	NaN
599,	92793198,	74574,	18,	1.0
600,	92906962,	67003,	75,	1.0
601,	92995641,	77647,	87,	1.0
602,	93091542,	18183,	19,	1.0
603,	93145461,	33919,	22,	1.0
604,	93195312,	1184628,	2103,	0.99891
605,	94398302,	2460,	2,	NaN
606,	94443251,	83126,	119,	1.0
607,	94546462,	49007,	45,	1.0
608,	94615820,	401808,	530,	1.0
609,	95034599,	24939,	7,	1.0
610,	95113239,	44565,	57,	1.0
611,	95177630,	43687,	22,	1.0
612,	95239007,	17402,	9,	1.0
613,	95271746,	211064,	304,	1.0
614,	95507739,	1170,	2,	NaN
615,	95534962,	165963,	212,	1.0
616,	95721697,	176090,	136,	1.0
617,	95908702,	22439,	5,	NaN
618,	95951597,	490530,	558,	1.0
619,	96454865,	14770,	11,	1.0
620,	96508587,	87113,	56,	1.0
621,	96608959,	22306,	22,	1.0
622,	96641484,	195531,	298,	1.0
623,	96865507,	89912,	48,	1.0
624,	96970784,	173550,	54,	0.919
625,	97159308,	43583,	10,	1.0
626,	97219858,	156237,	119,	1.0
627,	97387326,	263587,	448,	1.0
628,	97680659,	25939,	5,	1.0
629,	97729796,	20722,	4,	NaN
630,	97766357,	617526,	769,	0.99686
631,	98403449,	20759,	20,	1.0
632,	98450764,	61864,	37,	1.0
633,	98535126,	186729,	294,	1.0
634,	98744548,	508885,	793,	1.0
635,	99271971,	9305,	3,	NaN
636,	99331287,	12655,	3,	NaN
637,	99395834,	23439,	17,	1.0
638,	99443810,	118917,	117,	0.93545
639,	99582771,	344767,	380,	1.0
640,	99949518,	48607,	65,	1.0
641,	100033473,	0,	1,	NaN
642,	100048722,	514815,	887,	0.99831
643,	100585694,	697886,	1370,	0.99804
644,	101305972,	26300,	40,	1.0
645,	101360741,	6164,	2,	1.0
646,	101389056,	1342,	5,	NaN
647,	101413497,	47434,	37,	1.0
648,	101475159,	89870,	161,	1.0
649,	101593641,	112714,	215,	1.0
650,	101737727,	81912,	11,	NaN
651,	101833738,	461393,	789,	0.99109
652,	102300073,	114079,	223,	1.0
653,	102420546,	8754,	30,	1.0
654,	102437199,	11235,	18,	NaN
655,	102452932,	38144,	95,	NaN
656,	102501128,	11033,	66,	NaN
657,	102520243,	999,	8,	NaN
##Block_i,	Start_pos,	block_length,	num_phased_SNV,	block_quality 
0,	62549,	970,	10,	NaN
1,	68422,	36452,	239,	1.0
2,	123504,	42267,	46,	1.0
3,	182011,	439601,	708,	0.97937
4,	642661,	68313,	21,	1.0
5,	744205,	2982,	2,	NaN
6,	794977,	417912,	1296,	0.97315
7,	1235600,	399537,	747,	0.98327
8,	1648880,	23856,	11,	1.0
9,	1698025,	20085,	4,	1.0
10,	1728588,	7040,	4,	1.0
11,	1763197,	104669,	200,	1.0
12,	1897579,	17865,	8,	NaN
13,	1924000,	109466,	83,	0.94479
14,	2050951,	1,	2,	1.0
15,	2107145,	6699,	2,	NaN
16,	2138884,	4,	3,	NaN
17,	2153727,	1301,	3,	NaN
18,	2217115,	5171,	3,	NaN
19,	2259191,	108687,	59,	1.0
20,	2381942,	133302,	166,	1.0
21,	2537574,	34326,	12,	1.0
22,	2593791,	605327,	826,	1.0
23,	3214352,	96934,	123,	1.0
24,	3361640,	0,	1,	NaN
25,	3375481,	123682,	215,	1.0
26,	3517581,	10667,	3,	1.0
27,	3553767,	85372,	19,	1.0
28,	3670798,	116376,	36,	1.0
29,	3806965,	32570,	5,	1.0
30,	3887530,	156508,	164,	1.0
31,	4076752,	319806,	325,	0.99342
32,	4410881,	223068,	244,	1.0
33,	4649177,	107502,	26,	1.0
34,	4775435,	341386,	421,	0.99472
35,	5139186,	37039,	9,	1.0
36,	5188124,	631496,	1086,	0.99173
37,	5841545,	374066,	635,	1.0
38,	6233791,	1231513,	2553,	0.9959
39,	7488467,	170848,	68,	0.90538
40,	7683487,	80727,	112,	1.0
41,	7780321,	88033,	167,	1.0
42,	7907239,	218760,	298,	0.99374
43,	8136523,	20185,	3,	1.0
44,	8172773,	464080,	1023,	0.99788
45,	8688547,	88874,	29,	0.63599
46,	8802337,	158150,	331,	1.0
47,	9003688,	375108,	544,	1.0
48,	9406938,	235,	12,	NaN
49,	9483202,	1834,	5,	1.0
50,	9546066,	328633,	715,	1.0
51,	9913456,	13649,	2,	NaN
52,	9941793,	47216,	7,	NaN
53,	10038140,	844523,	1318,	0.99593
54,	10907909,	145015,	192,	1.0
55,	11071904,	17264,	5,	NaN
56,	11208594,	26536,	36,	1.0
57,	11281573,	12192,	3,	NaN
58,	11308155,	234268,	488,	0.99541
59,	11550581,	13637,	3,	NaN
60,	11583585,	47809,	98,	1.0
